season,through_week,team,metric,family,direction,phase3_status,n_games,n_opportunities,raw_value,ref_mean,ref_sd,ref_seasons,k,shrunk_value,z_raw,z_shrunk,oriented_z_shrunk,rank_of_league,percentile,confidence,in_index,shrunk_prev_week,shrunk_preseason,delta_shrunk_vs_prev_week,delta_shrunk_vs_preseason
2026,0,ARI,team_defense.explosive_rush_rate,team_defense,lower_better,RANK_PERSISTENT,17,1102,0.12415349887133183,0.09995627452646601,0.020596023639878284,"2023,2024,2025",16,0.11242151131018477,1.17484931887604,0.6052254066937178,-0.6052254066937178,29,0.0967741935483871,prior_season_only,true,0.11242151131018477,0.11242151131018477,0.0,0.0
2026,0,ARI,team_defense.pass_epa_per_dropback,team_defense,lower_better,RANK_PERSISTENT,17,1102,0.16540004834329727,0.03612076420012932,0.09487757506079898,"2023,2024,2025",16,0.10271918330418553,1.3625905179419249,0.7019405698488703,-0.7019405698488703,26,0.1935483870967742,prior_season_only,true,0.10271918330418553,0.10271918330418553,0.0,0.0
2026,0,ARI,team_defense.pass_success_rate,team_defense,lower_better,RANK_PERSISTENT,17,1102,0.5193548387096775,0.45363962350332016,0.03204062541287013,"2023,2024,2025",16,0.48749291618538304,2.0509966444026,1.0565740289346737,-1.0565740289346737,31,0.03225806451612903,prior_season_only,true,0.48749291618538304,0.48749291618538304,0.0,0.0
2026,0,ARI,team_defense.rush_epa_per_play,team_defense,lower_better,NOT_RANK_PERSISTENT,17,1102,-0.03785206861430129,-0.07599918977141418,0.064949391344954,"2023,2024,2025",14,-0.05507980074977163,0.5873360837903615,0.32208752982052075,-0.32208752982052075,22,0.3225806451612903,prior_season_only,true,-0.05507980074977163,-0.05507980074977163,0.0,0.0
2026,0,ARI,team_defense.rush_success_rate,team_defense,lower_better,RANK_PERSISTENT,17,1102,0.43115124153498874,0.4019777133617364,0.032975036932461385,"2023,2024,2025",16,0.41700650060250277,0.8847155571957304,0.45576255976749824,-0.45576255976749824,23,0.2903225806451613,prior_season_only,true,0.41700650060250277,0.41700650060250277,0.0,0.0
2026,0,ARI,team_defense.success_rate,team_defense,lower_better,RANK_PERSISTENT,17,1102,0.4882032667876588,0.43839550006288847,0.025454573794236213,"2023,2024,2025",16,0.4640540465574671,1.9567315142415982,1.0080132043062782,-1.0080132043062782,32,0.0,prior_season_only,true,0.4640540465574671,0.4640540465574671,0.0,0.0
2026,0,ARI,team_offense.early_down_epa_per_play,team_offense,higher_better,UNVALIDATED_RANK_PERSISTENT,17,1128,-0.011469976922645338,-0.005377369437322377,0.078391754097071,"2023,2024,2025",8,-0.00952034252734199,-0.07772000455275695,-0.05284960309587473,-0.05284960309587473,22,0.3225806451612903,prior_season_only,true,-0.00952034252734199,-0.00952034252734199,0.0,0.0
2026,0,ARI,team_offense.epa_per_play,team_offense,higher_better,VALIDATED_PERSISTENCE,17,1128,-0.013748853841176148,-0.00013083193528753284,0.09208398177730366,"2023,2024,2025",8,-0.009391086831291792,-0.14788697928834685,-0.10056314591607587,-0.10056314591607587,23,0.2903225806451613,prior_season_only,true,-0.009391086831291792,-0.009391086831291792,0.0,0.0
2026,0,ARI,team_offense.explosive_pass_rate,team_offense,higher_better,RANK_PERSISTENT,17,1128,0.06577181208053691,0.0795744413888399,0.017733172299595607,"2023,2024,2025",16,0.0724639959875929,-0.77835082607401,-0.40096860737145995,-0.40096860737145995,27,0.16129032258064516,prior_season_only,true,0.0724639959875929,0.0724639959875929,0.0,0.0
2026,0,ARI,team_offense.explosive_rush_rate,team_offense,higher_better,NOT_RANK_PERSISTENT,17,1128,0.07352941176470588,0.09901553176727344,0.01953435294400914,"2023,2024,2025",16,0.08588631843261743,-1.3046820683345812,-0.6721089442935719,-0.6721089442935719,30,0.06451612903225806,prior_season_only,false,0.08588631843261743,0.08588631843261743,0.0,0.0
2026,0,ARI,team_offense.pass_epa_per_dropback,team_offense,higher_better,UNVALIDATED_RANK_PERSISTENT,17,1128,0.02377793692105745,0.030780199231029884,0.1279708212728859,"2023,2024,2025",8,0.02601866086024863,-0.054717647666265745,-0.0372080004130607,-0.0372080004130607,20,0.3870967741935484,prior_season_only,true,0.02601866086024863,0.02601866086024863,0.0,0.0
2026,0,ARI,team_offense.pass_success_rate,team_offense,higher_better,UNVALIDATED_RANK_PERSISTENT,17,1128,0.45100671140939597,0.4520797072840564,0.04182371000768115,"2023,2024,2025",8,0.4513500700892873,-0.02565520549141526,-0.017445539734162588,-0.017445539734162588,18,0.45161290322580644,prior_season_only,true,0.4513500700892873,0.4513500700892873,0.0,0.0
2026,0,ARI,team_offense.proe,team_offense,neutral,VALIDATED_PERSISTENCE,17,1128,0.003554917297306213,-0.047704012843975276,0.034857526884517355,"2023,2024,2025",4,-0.006208688443890262,1.4705268767661521,1.190426519286885,0.0,,,prior_season_only,false,-0.006208688443890262,-0.006208688443890262,0.0,0.0
2026,0,ARI,team_offense.rush_epa_per_play,team_offense,higher_better,RANK_PERSISTENT,17,1128,-0.14232091791736176,-0.08060335268387975,0.07536384453942868,"2023,2024,2025",16,-0.11239724992537048,-0.8189280365227753,-0.421872018814763,-0.421872018814763,29,0.0967741935483871,prior_season_only,true,-0.11239724992537048,-0.11239724992537048,0.0,0.0
2026,0,ARI,team_offense.rush_success_rate,team_offense,higher_better,RANK_PERSISTENT,17,1128,0.36764705882352944,0.4003685439967535,0.03852021536879744,"2023,2024,2025",12,0.3811869837227946,-0.8494626745968158,-0.49796087821192586,-0.49796087821192586,28,0.12903225806451613,prior_season_only,true,0.3811869837227946,0.3811869837227946,0.0,0.0
2026,0,ARI,team_offense.success_rate,team_offense,higher_better,VALIDATED_PERSISTENCE,17,1128,0.4299645390070922,0.4369580638820209,0.03373700043770765,"2023,2024,2025",4,0.4312966389832691,-0.20729539627690466,-0.16781055889082774,-0.16781055889082774,24,0.25806451612903225,prior_season_only,true,0.4312966389832691,0.4312966389832691,0.0,0.0
2026,0,ATL,pass_protection.qb_hit_rate_allowed,pass_protection,lower_better,UNVALIDATED_RANK_PERSISTENT,17,583,0.12521440823327615,0.14499729036016004,0.03272124457668314,"2023,2024,2025",8,0.131544930513879,-0.6045883151089245,-0.4111200542740685,0.4111200542740685,12,0.6451612903225806,prior_season_only,true,0.131544930513879,0.131544930513879,0.0,0.0
2026,0,ATL,pass_protection.rush_stuffed_rate_approx,pass_protection,lower_better,RANK_PERSISTENT,17,583,0.18655097613882862,0.20453393402173106,0.032349993802877404,"2023,2024,2025",16,0.195269986021448,-0.555887521725056,-0.28636629907048333,0.28636629907048333,13,0.6129032258064516,prior_season_only,false,0.195269986021448,0.195269986021448,0.0,0.0
2026,0,ATL,pass_protection.sack_rate_allowed,pass_protection,lower_better,UNVALIDATED_RANK_PERSISTENT,17,583,0.044596912521440824,0.06640532746445256,0.01878109141151444,"2023,2024,2025",8,0.051575605303204576,-1.1611899684190496,-0.7896091785249538,0.7896091785249538,5,0.8709677419354839,prior_season_only,true,0.051575605303204576,0.051575605303204576,0.0,0.0
2026,0,ATL,pass_rush.qb_hit_rate_generated,pass_rush,higher_better,RANK_PERSISTENT,17,625,0.144,0.1441739694155678,0.023402668900553904,"2023,2024,2025",16,0.144084348807548,-0.0074337425490680195,-0.0038295037373991436,-0.0038295037373991436,18,0.45161290322580644,prior_season_only,true,0.144084348807548,0.144084348807548,0.0,0.0
2026,0,ATL,pass_rush.sack_rate_generated,pass_rush,higher_better,NOT_RANK_PERSISTENT,17,625,0.0912,0.06604664154487218,0.012051753475340252,"2023,2024,2025",14,0.07984041876220034,2.087111929944093,1.1445452519048254,1.1445452519048254,4,0.9032258064516129,prior_season_only,true,0.07984041876220034,0.07984041876220034,0.0,0.0
2026,0,ATL,special_teams.fg_pct,special_teams,higher_better,NOT_RANK_PERSISTENT,17,227,0.8205128205128205,0.8507127173905934,0.06913215135025523,"2023,2024,2025",16,0.8351551947565892,-0.43684300702239637,-0.22504033695093145,-0.22504033695093145,24,0.25806451612903225,prior_season_only,false,0.8351551947565892,0.8351551947565892,0.0,0.0
