family,metric,stage,horizon,n,spearman,skill_vs_reference,skill_vs_reference_ci_lo,skill_vs_reference_ci_hi,skill_vs_league,skill_vs_prior_season,reference_col
team_offense,early_down_epa_per_play,oppadj_shrunk,2,2721,0.1892382725655185,-0.02584374306376147,-0.044073974005875406,-0.008079503876309136,0.029738342620605485,0.07088204096138684,shrunk_feature
team_offense,early_down_epa_per_play,oppadj_shrunk,4,2342,0.24245731522241726,-0.04376582297456166,-0.07278617718418794,-0.013106807910423632,0.04829502776754002,0.10827130778791583,shrunk_feature
team_offense,epa_per_play,oppadj_raw,2,2721,0.2896184531246434,-0.048452973514751196,-0.07551214654453915,-0.024657198655786264,0.03812822929873694,0.07170130138460107,shrunk_feature
team_offense,epa_per_play,oppadj_raw,4,2342,0.3637705223679552,-0.08165662447524902,-0.1304714947095691,-0.039564980325841055,0.06091402609672081,0.10623205715925266,shrunk_feature
team_offense,epa_per_play,oppadj_shrunk,2,2721,0.2683652319945158,-0.041815805883021584,-0.06329731528819343,-0.022360713447808326,0.044217299904327656,0.07757783970407595,shrunk_feature
team_offense,epa_per_play,oppadj_shrunk,4,2342,0.3373463494812393,-0.07010733115432077,-0.10718178189441555,-0.03541787124947605,0.07094103385571293,0.11577518563379807,shrunk_feature
team_offense,explosive_pass_rate,oppadj_raw,2,2721,0.18474680012288625,-0.004627639664195771,-0.016522593946765907,0.005629112525289077,0.022599600165196354,0.06273362673673721,shrunk_feature
team_offense,explosive_pass_rate,oppadj_raw,4,2342,0.23527362564005055,-0.0078121007580991275,-0.031500979152412616,0.013760640276938378,0.03984725193073224,0.10131186642182743,shrunk_feature
team_offense,explosive_pass_rate,oppadj_shrunk,2,2721,0.15025091899032555,-0.013767740469082135,-0.02241530916197554,-0.005841134606482448,0.013707212748688247,0.054206378635620056,shrunk_feature
team_offense,explosive_pass_rate,oppadj_shrunk,4,2342,0.1791430871918428,-0.025490125658282237,-0.0417777621378497,-0.009524066478031095,0.023005219397505328,0.0855479842547614,shrunk_feature
team_offense,pass_epa_per_dropback,oppadj_raw,2,2721,0.27116720003312805,-0.03508722938347253,-0.0581291123276157,-0.014451858992113568,0.03108278746123916,0.06146782282669716,shrunk_feature
team_offense,pass_epa_per_dropback,oppadj_raw,4,2342,0.3416106371875284,-0.06388223037954699,-0.10810744922675151,-0.024832256627509333,0.047557328899022644,0.09550887434149147,shrunk_feature
team_offense,pass_epa_per_dropback,oppadj_shrunk,2,2721,0.25149939953088024,-0.02749931282528273,-0.04609048417907319,-0.01233298277184205,0.038185631310367896,0.06834792302058035,shrunk_feature
team_offense,pass_epa_per_dropback,oppadj_shrunk,4,2342,0.3170200879394467,-0.04698530880895069,-0.08064473545087646,-0.018190979755055528,0.0626843313571247,0.10987429485058287,shrunk_feature
team_offense,pass_success_rate,oppadj_raw,2,2721,0.26705319374423736,-0.028581486531763733,-0.05237458761748374,-0.008253711741148417,0.043018983698639435,0.06239632163722797,shrunk_feature
team_offense,pass_success_rate,oppadj_raw,4,2342,0.3294301730005217,-0.04733550957989752,-0.09103400229988123,-0.010524111486325705,0.06452101045845116,0.09612938350864819,shrunk_feature
team_offense,pass_success_rate,oppadj_shrunk,2,2721,0.23912646253258066,-0.034119805863203734,-0.05411284132173117,-0.017683095428448828,0.037866191691587225,0.05734786544284809,shrunk_feature
team_offense,pass_success_rate,oppadj_shrunk,4,2342,0.2934517810604214,-0.053726514633313016,-0.08783061097057124,-0.023791916819834075,0.058812571381538614,0.09061382366675286,shrunk_feature
team_offense,proe,oppadj_raw,2,2721,0.3659569474458238,-0.045195109426743985,-0.07800892870504787,-0.017366139790910395,0.08591762602570474,0.09547428831187343,shrunk_feature
team_offense,proe,oppadj_raw,4,2342,0.42449753908530535,-0.052454766280970455,-0.10170898031364434,-0.007502774414643039,0.11883133113645927,0.12562722054154662,shrunk_feature
team_offense,proe,oppadj_shrunk,2,2721,0.35938475431730443,-0.057537028829634185,-0.08920419910447988,-0.032059275916932736,0.07512391786017292,0.08479342755122588,shrunk_feature
team_offense,proe,oppadj_shrunk,4,2342,0.41560285007160824,-0.07166132398161973,-0.1182515225649774,-0.031166264937987687,0.10275062398898105,0.10967053358587886,shrunk_feature
team_offense,rush_epa_per_play,oppadj_raw,2,2721,0.18956223687780074,-0.0008864617582995393,-0.011074063275135174,0.008909731337350374,0.022771451497913264,0.05429394728387926,shrunk_feature
team_offense,rush_epa_per_play,oppadj_raw,4,2342,0.2511103168343907,0.0026677945653346136,-0.016941244922300733,0.021220890959101013,0.0432901659384084,0.08564887057274162,shrunk_feature
team_offense,rush_epa_per_play,oppadj_shrunk,2,2721,0.13452596355851507,-0.010100391439879841,-0.020374886555720114,-0.0003508754600632682,0.013775311103613963,0.04558799570784977,shrunk_feature
team_offense,rush_epa_per_play,oppadj_shrunk,4,2342,0.17630135780744,-0.017534580424146462,-0.03486128864740812,-0.0002560967066314766,0.023910654559436195,0.06712739469129803,shrunk_feature
team_offense,rush_success_rate,oppadj_raw,2,2721,0.2133756408486548,-0.004289023585207774,-0.01702150996454343,0.00724307702262045,0.03065021609932017,0.04736693807503356,shrunk_feature
team_offense,rush_success_rate,oppadj_raw,4,2342,0.2793588156784098,-0.004739300287697201,-0.02833449084152562,0.01685981551171964,0.05429178052606898,0.06964847751347492,shrunk_feature
team_offense,rush_success_rate,oppadj_shrunk,2,2721,0.15433633854602416,-0.015543752247543674,-0.028992928497140812,-0.003792003330160056,0.019787039722315214,0.03669110036801504,shrunk_feature
team_offense,rush_success_rate,oppadj_shrunk,4,2342,0.196963702551301,-0.0268978161461646,-0.050553013869641075,-0.005119888428995218,0.033435135849488984,0.049130509360876484,shrunk_feature
team_offense,success_rate,oppadj_raw,2,2721,0.27247253059874077,-0.04541324243924638,-0.0722761325898358,-0.021826710238206638,0.04782556233470625,0.07457742185335592,shrunk_feature
