family,metric,horizon,step,n,rmse,mae,bias,spearman,skill_vs_league,skill_vs_prior_season
team_offense,explosive_pass_rate,2,baseline_prior,2732,0.03727751025999022,0.029566502263681894,-0.00019329916345141895,0.10865363255511143,-0.04222494219626127,0.0
team_offense,explosive_pass_rate,2,baseline_raw_t3,2732,0.04255231585635074,0.03357622326392568,0.0005072785025210998,0.1616754506760626,-0.18970083099412016,-0.14150101655318825
team_offense,explosive_pass_rate,2,raw_feature,2732,0.03672572964321229,0.029250884359488107,0.00040079815910471774,0.2194978091637611,-0.026797959079214895,0.01480197075742351
team_offense,explosive_pass_rate,2,shrunk_feature,2732,0.034808136114703674,0.02771078688857037,-0.00005538419196008297,0.2152961205221483,0.02681516557602437,0.06624300088884727
team_offense,explosive_pass_rate,2,oppadj_raw,2721,0.03491060064122172,0.027695636935375724,-0.00012735032917706923,0.18474680012288625,0.022599600165196354,0.06273362673673721
team_offense,explosive_pass_rate,2,oppadj_shrunk,2721,0.035228217235093805,0.027970535935067244,-0.00018962910902765637,0.15025091899032555,0.013707212748688247,0.054206378635620056
team_offense,explosive_pass_rate,4,baseline_league,2351,0.027130591573778114,0.02147707203283705,-0.00013416003183157102,-0.06562562969204262,0.0,0.06317840627981974
team_offense,explosive_pass_rate,4,baseline_prior,2351,0.028960254284960223,0.023020712643963596,0.0001710420505343313,0.14650861977414475,-0.0674391012155624,0.0
team_offense,explosive_pass_rate,4,baseline_raw_t3,2351,0.03525155704526692,0.027662697403052626,0.001707190857448434,0.2377272067410455,-0.2993287282146022,-0.21723920993241852
team_offense,explosive_pass_rate,4,raw_feature,2351,0.028512315730938136,0.022688527307042447,0.0012047175224052203,0.3012983979803312,-0.05092864095508576,0.015467355694273488
team_offense,explosive_pass_rate,4,shrunk_feature,2351,0.025867186876465876,0.02060013839224905,0.0004254946021607953,0.2897274752865209,0.04656753222194121,0.10680387603159458
team_offense,explosive_pass_rate,4,oppadj_raw,2342,0.026003067067577115,0.020738279431837255,0.0002473441354659745,0.23527362564005055,0.03984725193073224,0.10131186642182743
team_offense,explosive_pass_rate,4,oppadj_shrunk,2342,0.026459186682290983,0.020992196123155633,0.00009509160689492334,0.1791430871918428,0.023005219397505328,0.0855479842547614
team_offense,pass_epa_per_dropback,2,baseline_league,2732,0.22783757259435267,0.18092832806524797,-0.003955178611543424,-0.07917935148173996,0.0,0.0317483718948931
team_offense,pass_epa_per_dropback,2,baseline_prior,2732,0.23530822565228895,0.18670059578187362,-0.0013577460571982042,0.1921637550566806,-0.03278938136879295,0.0
team_offense,pass_epa_per_dropback,2,baseline_raw_t3,2732,0.256954613953108,0.20550472960122956,0.0028459375637669942,0.25460482927763683,-0.12779736470681224,-0.09199163455002002
team_offense,pass_epa_per_dropback,2,raw_feature,2732,0.22299671669438775,0.17745673148309352,0.00914675142356302,0.33892248447561885,0.021246960476460464,0.05232077596851081
team_offense,pass_epa_per_dropback,2,shrunk_feature,2732,0.21328968888703176,0.16949309503351184,0.002805363421651827,0.33310173223890727,0.06385199570758371,0.09357317069652138
team_offense,pass_epa_per_dropback,2,oppadj_raw,2721,0.22065213051323496,0.17449126194654124,-0.0017569006984000394,0.27116720003312805,0.03108278746123916,0.06146782282669716
team_offense,pass_epa_per_dropback,2,oppadj_shrunk,2721,0.21903459538460768,0.17339794126896751,-0.002287522592587268,0.25149939953088024,0.038185631310367896,0.06834792302058035
team_offense,pass_epa_per_dropback,4,baseline_league,2351,0.17701380803134417,0.14208840123433206,-0.0050727461288572135,-0.09890951513504938,0.0,0.0507603649792111
team_offense,pass_epa_per_dropback,4,baseline_prior,2351,0.18647957955049724,0.14946538140630466,-0.0006910824665364259,0.24585062518088496,-0.053474763491201394,0.0
team_offense,pass_epa_per_dropback,4,baseline_raw_t3,2351,0.21330005569376317,0.16951889798462336,0.008194206958676616,0.3328495583867546,-0.2049910572851681,-0.14382527142068735
team_offense,pass_epa_per_dropback,4,raw_feature,2351,0.1735106260417962,0.13827688682277559,0.013347982358805013,0.4348269857912847,0.019790444759697268,0.0695462395398051
team_offense,pass_epa_per_dropback,4,shrunk_feature,2351,0.15855311623724366,0.12627028406891871,0.004780531862373735,0.4277484327305589,0.1042895579695774,0.1497561469227321
team_offense,pass_epa_per_dropback,4,oppadj_raw,2342,0.1685305851498107,0.13364206032914694,-0.0008459113172242855,0.3416106371875284,0.047557328899022644,0.09550887434149147
team_offense,pass_epa_per_dropback,4,oppadj_shrunk,2342,0.16585392790504486,0.13222835679616712,-0.0021910360492992764,0.3170200879394467,0.0626843313571247,0.10987429485058287
team_offense,pass_success_rate,2,baseline_league,2732,0.07415461273974894,0.0595983742348678,0.0006437061183404453,-0.04665511177578539,0.0,0.01966633732551004
team_offense,pass_success_rate,2,baseline_prior,2732,0.07564221811729344,0.06038490020497016,0.0016665025352185624,0.21562476698179672,-0.020060860984674855,0.0
team_offense,pass_success_rate,2,baseline_raw_t3,2732,0.08168609751657606,0.06544407443023487,0.0022249861248217193,0.2951157793311613,-0.10156461612522238,-0.07990087479865782
team_offense,pass_success_rate,2,raw_feature,2732,0.07215266882075068,0.057681724390136135,0.005484246856468473,0.3588005628105857,0.026996889944314373,0.046132297325439886
team_offense,pass_success_rate,2,shrunk_feature,2732,0.06896602728875695,0.055277269954905,0.0030901460162079397,0.3507663948495462,0.06996982735520052,0.08826011445333548
team_offense,pass_success_rate,2,oppadj_raw,2721,0.07101398081617089,0.056875526013299614,0.0012132797434452267,0.26705319374423736,0.043018983698639435,0.06239632163722797
team_offense,pass_success_rate,2,oppadj_shrunk,2721,0.07139635023260171,0.05722372528507082,0.0010959549829671039,0.23912646253258066,0.037866191691587225,0.05734786544284809
team_offense,pass_success_rate,4,baseline_league,2351,0.0582223555413331,0.04723011116363932,0.000309330065130231,-0.05453262929107134,0.0,0.033019762593211155
team_offense,pass_success_rate,4,baseline_prior,2351,0.06021049168230327,0.048377857149974925,0.0018014963439380368,0.27034481959340295,-0.0341472982754667,0.0
team_offense,pass_success_rate,4,baseline_raw_t3,2351,0.06763953730951308,0.05413294011543717,0.0040620884072342335,0.37021216108369737,-0.16174511801561442,-0.12338457002491676
team_offense,pass_success_rate,4,raw_feature,2351,0.057022127722973166,0.04565168300672304,0.00682410793168278,0.4491118440190361,0.020614552729799285,0.05295362768590728
team_offense,pass_success_rate,4,shrunk_feature,2351,0.05197988001104852,0.04181993632321772,0.003713069104309798,0.43669137937626157,0.10721784565814985,0.13669730044197337
team_offense,pass_success_rate,4,oppadj_raw,2342,0.05449257019086771,0.04400030386259953,0.001378660610424653,0.3294301730005217,0.06452101045845116,0.09612938350864819
team_offense,pass_success_rate,4,oppadj_shrunk,2342,0.054825092375285114,0.044295331000179364,0.0010657703984609578,0.2934517810604214,0.058812571381538614,0.09061382366675286
team_offense,proe,2,baseline_league,2732,0.06470331926999359,0.050563111825616944,0.004067774596793543,0.00710048297900941,0.0,0.010587112643283714
team_offense,proe,2,baseline_prior,2732,0.06539567060102977,0.05138928691968017,0.003208389852865448,0.2749984809155898,-0.010700398972534053,0.0
team_offense,proe,2,baseline_raw_t3,2732,0.06348243338072744,0.050273913738204286,0.0005679454536156087,0.4324925682238267,0.018868983895117486,0.029256328480439242
team_offense,proe,2,raw_feature,2732,0.0575358139829409,0.04533588392530903,0.002534535439617506,0.4607707035804319,0.11077492419120216,0.12018925023402238
team_offense,proe,2,shrunk_feature,2732,0.056596637437752305,0.044321185193037425,0.002967227904902867,0.45743269254071744,0.12529004576123492,0.13455069857696222
team_offense,proe,2,oppadj_raw,2721,0.05921058988123708,0.04618828356671186,0.004113271090584908,0.3659569474458238,0.08591762602570474,0.09547428831187343
team_offense,proe,2,oppadj_shrunk,2721,0.059909763003576526,0.04674958573997874,0.00409496398623218,0.35938475431730443,0.07512391786017292,0.08479342755122588
team_offense,proe,4,baseline_league,2351,0.055760710155741904,0.04382217746134157,0.0034894257272378433,0.013447859790449572,0.0,0.007886042953134886
team_offense,proe,4,baseline_prior,2351,0.056203936815605045,0.04481875863075249,0.003232568824500418,0.3281407418393297,-0.007948726955327334,0.0
team_offense,proe,4,baseline_raw_t3,2351,0.05630851990186658,0.04473335563743772,0.0014296527704785995,0.46822565687903983,-0.009824296437305424,-0.0018607786604816212
team_offense,proe,4,raw_feature,2351,0.04815639810150526,0.03805155405032562,0.002820038579592845,0.5187195829307768,0.13637401735016463,0.14318460894478457
team_offense,proe,4,shrunk_feature,2351,0.046699017895931304,0.036971469195249365,0.003065137649209483,0.5135651074098789,0.16251034526821717,0.16911482465823813
team_offense,proe,4,oppadj_raw,2342,0.04918454759970408,0.03888105323154829,0.00405624807241251,0.42449753908530535,0.11883133113645927,0.12562722054154662
team_offense,proe,4,oppadj_shrunk,2342,0.05008213092748185,0.03956531004419648,0.003907107525518082,0.41560285007160824,0.10275062398898105,0.10967053358587886
team_offense,rush_epa_per_play,2,baseline_league,2732,0.15813366145031102,0.12443729715671836,-0.0018240974275258385,-0.021734301118064896,0.0,0.03206634468230152
team_offense,rush_epa_per_play,2,baseline_prior,2732,0.16337241770812055,0.12799297365426482,0.0021746501298801216,0.1481650708807025,-0.03312865970320722,0.0
team_offense,rush_epa_per_play,2,baseline_raw_t3,2732,0.18936473146239527,0.1488688023117301,0.0024662349617627618,0.16325800375199329,-0.1974979250189417,-0.15909854379894361
team_offense,rush_epa_per_play,2,raw_feature,2732,0.16403480547988478,0.12880541084330566,0.0031391638795213125,0.1898699162645505,-0.03731744383486646,-0.004054465135893581
team_offense,rush_epa_per_play,2,shrunk_feature,2732,0.15443064910125823,0.1206994056021274,0.00043625916970674343,0.1935281830709474,0.023416977227308178,0.054732425046421174
team_offense,rush_epa_per_play,2,oppadj_raw,2721,0.15465559491966507,0.12092283497995468,-0.0016312053567609647,0.18956223687780074,0.022771451497913264,0.05429394728387926
team_offense,rush_epa_per_play,2,oppadj_shrunk,2721,0.15607931861950355,0.12244328808086657,-0.0017996469427090142,0.13452596355851507,0.013775311103613963,0.04558799570784977
team_offense,rush_epa_per_play,4,baseline_league,2351,0.12194376981829827,0.09658357242303212,-0.007774747300375825,-0.0161189573343297,0.0,0.04405994861979334
team_offense,rush_epa_per_play,4,baseline_prior,2351,0.12756424384796228,0.1015097507125227,-0.0035525227077328725,0.19619913311895254,-0.046090702608577505,0.0
team_offense,rush_epa_per_play,4,baseline_raw_t3,2351,0.16105688400217164,0.12664367274699384,-0.0030504763938465087,0.19715187945817347,-0.3207471299448399,-0.26255507925973065
team_offense,rush_epa_per_play,4,raw_feature,2351,0.12969681481349135,0.10309911020574278,-0.001960240427160791,0.2400391431810966,-0.06357885283311693,-0.016717623224191014
team_offense,rush_epa_per_play,4,shrunk_feature,2351,0.11701641540905207,0.09209498917655305,-0.005178948192994728,0.2435113022737897,0.04040677450425045,0.08268640271549499
team_offense,rush_epa_per_play,4,oppadj_raw,2342,0.11679665739077055,0.09266971883425261,-0.00715976314323964,0.2511103168343907,0.0432901659384084,0.08564887057274162
team_offense,rush_epa_per_play,4,oppadj_shrunk,2342,0.1191625389468544,0.09423944223852836,-0.007556598797219934,0.17630135780744,0.023910654559436195,0.06712739469129803
team_offense,rush_success_rate,2,baseline_league,2732,0.08138084247794668,0.06461698639330395,-0.002421124998267282,0.01899334690844038,0.0,0.017402846527720617
team_offense,rush_success_rate,2,baseline_prior,2732,0.08282218423935477,0.06543797572628572,0.0017044503534753774,0.20036242367733315,-0.017711069552993175,0.0
team_offense,rush_success_rate,2,baseline_raw_t3,2732,0.095659859343317,0.07576164680586857,0.0017449651241225575,0.17989262376423512,-0.1754591919989006,-0.1550028560809451
team_offense,rush_success_rate,2,raw_feature,2732,0.08307673615265831,0.06600737277780028,0.003369352280998743,0.22580556232830923,-0.02083897908984178,-0.003073475007226323
team_offense,rush_success_rate,2,shrunk_feature,2732,0.07856481610547579,0.062429120565232046,0.0000579015207713028,0.22869092673134087,0.034603062425091036,0.0514037171680386
team_offense,rush_success_rate,2,oppadj_raw,2721,0.07898155544134589,0.06239375221559828,-0.0022145878562239763,0.2133756408486548,0.03065021609932017,0.04736693807503356
team_offense,rush_success_rate,2,oppadj_shrunk,2721,0.07986667511799858,0.0632379027739923,-0.0023047838829891587,0.15433633854602416,0.019787039722315214,0.03669110036801504
team_offense,rush_success_rate,4,baseline_league,2351,0.06309315634578028,0.05025811836057168,-0.005530482324104277,0.016562442456190055,0.0,0.016457008539729978
team_offense,rush_success_rate,4,baseline_prior,2351,0.06414885459364174,0.05068081711447761,-0.0010686440923325516,0.26975830630178715,-0.01673237335085509,0.0
